game_id,additions,additions_count
303576,[],0
292844,[],0
983210,[],0
891238,[],0
994603,[],0
891532,[],0
616693,[],0
51432,[],0
980502,[],0
471025,[],0
981791,[],0
983381,[],0
618709,[],0
987515,[],0
392384,[],0
801122,[],0
301619,[],0
617120,[],0
961198,[],0
616671,[],0
41700,[],0
1001843,[],0
10392,[],0
989329,[],0
973391,[],0
868087,[],0
554786,[],0
962986,[],0
973380,[],0
782261,[],0
965464,[],0
482921,[],0
983214,[],0
1001007,[],0
990567,[],0
704787,[],0
988615,[],0
964508,[],0
879565,[],0
973544,[],0
999038,[],0
1003457,[],0
973376,[],0
881527,[],0
996587,[],0
974379,[],0
987516,[],0
840775,[],0
1003391,[],0
981792,[],0
989189,[],0
395192,[],0
997548,[],0
1003458,[],0
1007483,[],0
997552,[],0
961195,[],0
989789,"[{'id': 662316, 'slug': 'marvels-spider-man-2', 'name': ""Marvel's Spider-Man 2"", 'released': '2023-10-20', 'tba': False, 'background_image': 'https://media.rawg.io/media/games/7ae/7ae5a14cdb4ab222a134c15f4629e430.jpg', 'rating': 4.36, 'rating_top': 5, 'ratings': [{'id': 5, 'title': 'exceptional', 'count': 169, 'percent': 55.05}, {'id': 4, 'title': 'recommended', 'count': 97, 'percent': 31.6}, {'id': 3, 'title': 'meh', 'count': 32, 'percent': 10.42}, {'id': 1, 'title': 'skip', 'count': 9, 'percent': 2.93}], 'ratings_count': 292, 'reviews_text_count': 9, 'added': 1369, 'added_by_status': {'yet': 151, 'owned': 255, 'beaten': 357, 'toplay': 551, 'dropped': 22, 'playing': 33}, 'metacritic': None, 'playtime': 32, 'suggestions_count': 410, 'updated': '2025-11-08T20:46:22', 'user_game': None, 'reviews_count': 307, 'saturated_color': '0f0f0f', 'dominant_color': '0f0f0f', 'platforms': [{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 558895, 'image_background': 'https://media.rawg.io/media/games/46d/46d98e6910fbc0706e2948a7cc9b10c5.jpg'}, 'released_at': '2023-10-20', 'requirements_en': {'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10/11 (version 1909 or higher)<br></li><li><strong>Processor:</strong> Intel Core i3-8100 or AMD Ryzen 3 3100<br></li><li><strong>Memory:</strong> 16 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 1650 or AMD Radeon RX 5500 XT</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10/11 (version 1909 or higher)<br></li><li><strong>Processor:</strong> Intel Core i5-8400 or AMD Ryzen 5 3600<br></li><li><strong>Memory:</strong> 16 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce RTX 3060 or AMD Radeon RX 5700</li></ul>'}, 'requirements_ru': None}, {'platform': {'id': 187, 'name': 'PlayStation 5', 'slug': 'playstation5', 'image': None, 'year_end': None, 'year_start': 2020, 'games_count': 1354, 'image_background': 'https://media.rawg.io/media/games/1f4/1f47a270b8f241e4676b14d39ec620f7.jpg'}, 'released_at': '2023-10-20', 'requirements_en': None, 'requirements_ru': None}], 'parent_platforms': [{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 2, 'name': 'PlayStation', 'slug': 'playstation'}}], 'genres': [{'id': 4, 'name': 'Action', 'slug': 'action', 'games_count': 190862, 'image_background': 'https://media.rawg.io/media/games/b45/b45575f34285f2c4479c9a5f719d972e.jpg'}, {'id': 3, 'name': 'Adventure', 'slug': 'adventure', 'games_count': 151046, 'image_background': 'https://media.rawg.io/media/games/5c0/5c0dd63002cb23f804aab327d40ef119.jpg'}], 'stores': [{'id': 998379, 'store': {'id': 1, 'name': 'Steam', 'slug': 'steam', 'domain': 'store.steampowered.com', 'games_count': 121767, 'image_background': 'https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg'}}, {'id': 891327, 'store': {'id': 3, 'name': 'PlayStation Store', 'slug': 'playstation-store', 'domain': 'store.playstation.com', 'games_count': 8061, 'image_background': 'https://media.rawg.io/media/games/310/3106b0e012271c5ffb16497b070be739.jpg'}}], 'clip': None, 'tags': [{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 249492, 'image_background': 'https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg'}, {'id': 40847, 'name': 'Steam Achievements', 'slug': 'steam-achievements', 'language': 'eng', 'games_count': 50978, 'image_background': 'https://media.rawg.io/media/games/736/73619bd336c894d6941d926bfd563946.jpg'}, {'id': 7, 'name': 'Multiplayer', 'slug': 'multiplayer', 'language': 'eng', 'games_count': 42318, 'image_background': 'https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg'}, {'id': 40836, 'name': 'Full controller support', 'slug': 'full-controller-support', 'language': 'eng', 'games_count': 23821, 'image_background': 'https://media.rawg.io/media/games/d58/d588947d4286e7b5e0e12e1bea7d9844.jpg'}, {'id': 40849, 'name': 'Steam Cloud', 'slug': 'steam-cloud', 'language': 'eng', 'games_count': 25288, 'image_background': 'https://media.rawg.io/media/games/310/3106b0e012271c5ffb16497b070be739.jpg'}, {'id': 13, 'name': 'Atmospheric', 'slug': 'atmospheric', 'language': 'eng', 'games_count': 39374, 'image_background': 'https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg'}, {'id': 42, 'name': 'Great Soundtrack', 'slug': 'great-soundtrack', 'language': 'eng', 'games_count': 3446, 'image_background': 'https://media.rawg.io/media/games/490/49016e06ae2103881ff6373248843069.jpg'}, {'id': 18, 'name': 'Co-op', 'slug': 'co-op', 'language': 'eng', 'games_count': 14240, 'image_background': 'https://media.rawg.io/media/games/d69/d69810315bd7e226ea2d21f9156af629.jpg'}, {'id': 118, 'name': 'Story Rich', 'slug': 'story-rich', 'language': 'eng', 'games_count': 26979, 'image_background': 'https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg'}, {'id': 36, 'name': 'Open World', 'slug': 'open-world', 'language': 'eng', 'games_count': 9172, 'image_background': 'https://media.rawg.io/media/games/34b/34b1f1850a1c06fd971bc6ab3ac0ce0e.jpg'}, {'id': 411, 'name': 'cooperative', 'slug': 'cooperative', 'language': 'eng', 'games_count': 6503, 'image_background': 'https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg'}, {'id': 149, 'name': 'Third Person', 'slug': 'third-person', 'language': 'eng', 'games_count': 14556, 'image_background': 'https://media.rawg.io/media/games/16b/16b1b7b36e2042d1128d5a3e852b3b2f.jpg'}, {'id': 189, 'name': 'Female Protagonist', 'slug': 'female-protagonist', 'language': 'eng', 'games_count': 15384, 'image_background': 'https://media.rawg.io/media/games/b7d/b7d3f1715fa8381a4e780173a197a615.jpg'}, {'id': 15, 'name': 'Stealth', 'slug': 'stealth', 'language': 'eng', 'games_count': 7110, 'image_background': 'https://media.rawg.io/media/games/310/3106b0e012271c5ffb16497b070be739.jpg'}, {'id': 69, 'name': 'Action-Adventure', 'slug': 'action-adventure', 'language': 'eng', 'games_count': 20784, 'image_background': 'https://media.rawg.io/media/games/fc3/fc30790a3b3c738d7a271b02c1e26dc2.jpg'}, {'id': 50, 'name': 'Sexual Content', 'slug': 'sexual-content', 'language': 'eng', 'games_count': 8635, 'image_background': 'https://media.rawg.io/media/games/048/048b46cdc66cbc7e235e1f359c2a77ec.jpg'}, {'id': 268, 'name': 'Comic Book', 'slug': 'comic-book', 'language': 'eng', 'games_count': 2101, 'image_background': 'https://media.rawg.io/media/games/5f1/5f1399f755ed3a40b04a9195f4c06be5.jpg'}, {'id': 234, 'name': 'Superhero', 'slug': 'superhero', 'language': 'eng', 'games_count': 1451, 'image_background': 'https://media.rawg.io/media/games/28e/28e01713d78cd41d84a90e61d12aa00b.jpg'}, {'id': 91686, 'name': 'Family Sharing', 'slug': 'family-sharing', 'language': 'eng', 'games_count': 27664, 'image_background': 'https://media.rawg.io/media/games/9cd/9cd22ae5aebd922f96f2bc50efab83df.jpg'}, {'id': 59643, 'name': 'Протагонистка', 'slug': 'protagonistka', 'language': 'eng', 'games_count': 7864, 'image_background': 'https://media.rawg.io/media/games/d51/d51ada3b94bfd617bf91d4344ab81ce9.jpg'}, {'id': 42410, 'name': 'LGBTQ+', 'slug': 'lgbtq-2', 'language': 'eng', 'games_count': 2719, 'image_background': 'https://media.rawg.io/media/games/45b/45b57ed59de4b84effd8f6bc4b7bf515.jpg'}, {'id': 287, 'name': 'Political', 'slug': 'political', 'language': 'eng', 'games_count': 746, 'image_background': 'https://media.rawg.io/media/games/c22/c22d804ac753c72f2617b3708a625dec.jpg'}, {'id': 219, 'name': 'Politics', 'slug': 'politics', 'language': 'eng', 'games_count': 747, 'image_background': 'https://media.rawg.io/media/games/334/3340776fc9a78199838c7c1d8ec22bd5.jpg'}, {'id': 91537, 'name': 'HDR available', 'slug': 'hdr-available', 'language': 'eng', 'games_count': 189, 'image_background': 'https://media.rawg.io/media/games/28d/28d602abdd520db08fb78ab931259be0.jpg'}, {'id': 49952, 'name': 'Political Sim', 'slug': 'political-sim', 'language': 'eng', 'games_count': 474, 'image_background': 'https://media.rawg.io/media/screenshots/8df/8dfee53ee87ccd9dac576a8e6952ff20.jpg'}, {'id': 3360, 'name': 'marvel', 'slug': 'marvel', 'language': 'eng', 'games_count': 42, 'image_background': 'https://media.rawg.io/media/screenshots/9e7/9e7821e6d35651cff10ba9d2d1c1895f.jpg'}, {'id': 9113, 'name': 'spider-man', 'slug': 'spider-man', 'language': 'eng', 'games_count': 49, 'image_background': 'https://media.rawg.io/media/screenshots/49e/49ec601dbaff891da1b6594c41c1eb0b.jpg'}], 'esrb_rating': {'id': 3, 'name': 'Teen', 'slug': 'teen'}, 'short_screenshots': [{'id': -1, 'image': 'https://media.rawg.io/media/games/7ae/7ae5a14cdb4ab222a134c15f4629e430.jpg'}, {'id': 3020860, 'image': 'https://media.rawg.io/media/screenshots/89b/89b077deb2a3ce38e071fdb5caae69c0.jpg'}, {'id': 3020861, 'image': 'https://media.rawg.io/media/screenshots/c71/c718076de2326247d29ea5ed32e67c6c.jpg'}, {'id': 3020862, 'image': 'https://media.rawg.io/media/screenshots/74e/74e29808dd23446aae1ab61bb5a429fc.jpg'}, {'id': 3020863, 'image': 'https://media.rawg.io/media/screenshots/ea0/ea082dba5c51799204e0c5e55134ecc3.jpg'}, {'id': 3020871, 'image': 'https://media.rawg.io/media/screenshots/7d1/7d112ad515211a01639d22eef5093c47.jpg'}, {'id': 3020872, 'image': 'https://media.rawg.io/media/screenshots/6ff/6ff530af3788338486569ce723d503bd.jpg'}]}]",1
997334,[],0
476120,[],0
983201,[],0
840785,[],0
962017,[],0
1000286,[],0
1000049,[],0
979105,[],0
469645,[],0
1000582,[],0
736281,[],0
999739,[],0
996616,[],0
983208,[],0
997364,[],0
995448,[],0
1000574,[],0
997399,[],0
988100,[],0
997553,[],0
999746,[],0
992499,[],0
941534,[],0
990490,[],0
997768,[],0
385420,[],0
836440,[],0
1002694,[],0
892824,[],0
994282,[],0
998524,[],0
997767,[],0
