game_id,achievements,achievements_count
58386,"[{'id': 1831812, 'name': 'Bingo', 'description': ""Experience the effects of bleeding, sleep, hunger, alcohol, radiation and psi. Doesn't sound pretty."", 'image': 'https://media.rawg.io/media/achievements/094/094a9802fed0e1ac361ece8ad580705f.jpg', 'percent': '2.63'}, {'id': 1831826, 'name': 'Flash Royal', 'description': 'Gather all armor and gear enhancement flash drives.', 'image': 'https://media.rawg.io/media/achievements/055/05502d306493b75b8f2dfdf1b699bd6b.jpg', 'percent': '2.63'}, {'id': 1831817, 'name': 'Miracle hoarder', 'description': 'Collect all artifacts. What about arch-artifacts?', 'image': 'https://media.rawg.io/media/achievements/61d/61da1c6a1711b867e243e9c7f19c3de5.jpg', 'percent': '2.63'}, {'id': 1831815, 'name': 'The four winds', 'description': 'Unlock the whole map. Few folks know the Zone this well.', 'image': 'https://media.rawg.io/media/achievements/c2e/c2e1935cd152afd9b0b5f60b7211c188.jpg', 'percent': '2.63'}, {'id': 1831820, 'name': 'BOOM!', 'description': '20 enemies killed by blowing up the surroundings. Save on hand grenades and enjoy the fireworks.', 'image': 'https://media.rawg.io/media/achievements/e66/e66f6b5973ae5cd0e8a151d67fe6a322.jpg', 'percent': '5.26'}, {'id': 1831825, 'name': 'Catching up', 'description': 'Shoot an incoming grenade to make it explode. Nice view!', 'image': 'https://media.rawg.io/media/achievements/fad/fadb1e385a6e441ac4bde0f1e2b6812f.jpg', 'percent': '10.53'}, {'id': 1831822, 'name': 'Loner shooter', 'description': 'Shoot an enemy in the head from 75 meters. No scope-peeking!', 'image': 'https://media.rawg.io/media/achievements/96f/96f65fec77d98521368761f2988d1081.jpg', 'percent': '10.53'}, {'id': 1831807, 'name': 'Goodnight', 'description': 'Get 20 covert kills. The Zone likes it quiet.', 'image': 'https://media.rawg.io/media/achievements/c4c/c4c3cf099577b27369072edb5ed8ef20.jpg', 'percent': '10.53'}, {'id': 1831818, 'name': 'Curiouser and curiouser!', 'description': 'Collect all arch-artifacts. A priceless collection, arguably too weird, even by Zone standards.', 'image': 'https://media.rawg.io/media/achievements/947/947f7e04f48aca97d43feb40b720ae87.jpg', 'percent': '13.16'}, {'id': 1831827, 'name': 'Wiped out', 'description': 'Kill a Rodent using a grenade launcher. A good wipe-out makes the Duty proud.', 'image': 'https://media.rawg.io/media/achievements/c18/c18ceb61313c79947c2b9f1009efaf92.jpg', 'percent': '13.16'}]",10
58806,"[{'id': 1818778, 'name': 'Data driven', 'description': 'Gather 100 Hard Drives from Crash Sites.', 'image': 'https://media.rawg.io/media/achievements/cf5/cf518b437d6cb549ac76af7e49803edd.jpg', 'percent': '5.43'}, {'id': 1818791, 'name': 'My skin feels itchy all of a sudden...', 'description': 'Gather 50 Somersloops.', 'image': 'https://media.rawg.io/media/achievements/3cc/3cc627a1336ae664f0bbe9585bc4f474.jpg', 'percent': '6.20'}, {'id': 1818790, 'name': 'Consume', 'description': 'Gather 150 Mercer Spheres.', 'image': 'https://media.rawg.io/media/achievements/41a/41a8d31e95c849e3e2aa32f2390ba5e7.jpg', 'percent': '6.20'}, {'id': 1818794, 'name': 'Do you need that?', 'description': 'Buy the Golden Nut Statue from the AWESOME Shop.', 'image': 'https://media.rawg.io/media/achievements/5fe/5fe7b5496302afb2a5788a2ba75d1906.jpg', 'percent': '6.20'}, {'id': 1818765, 'name': '...Satisfactory brought it back', 'description': 'Complete all MAM research trees.', 'image': 'https://media.rawg.io/media/achievements/d2b/d2b7eb21dc6d4da170be1d251bd4b212.jpg', 'percent': '8.53'}, {'id': 1818803, 'name': 'Efficiency first', 'description': 'Unlock all Milestones.', 'image': 'https://media.rawg.io/media/achievements/5f5/5f5ff6d3f1cbaaf1af22a51706a0b2ea.jpg', 'percent': '9.30'}, {'id': 1818771, 'name': 'Saved the Day, probably', 'description': 'Complete Phase 5 of the Space Elevator and finish the game.', 'image': 'https://media.rawg.io/media/achievements/da8/da80c7bd2eb6b2c695dba83f3777b310.jpg', 'percent': '11.63'}, {'id': 1818802, 'name': 'What a thrill', 'description': 'Reach the maximum world height.', 'image': 'https://media.rawg.io/media/achievements/8f9/8f9f7e09d96ee240c9e41d1ca34a6ab6.jpg', 'percent': '12.40'}, {'id': 1818805, 'name': ""Let's see what's out there"", 'description': 'Visit each starting area biome once.', 'image': 'https://media.rawg.io/media/achievements/1fd/1fd3c0055624acc91c7879e25d54523a.jpg', 'percent': '13.95'}, {'id': 1818795, 'name': 'Peak gameplay', 'description': 'Reach the highest cliff in the world.', 'image': 'https://media.rawg.io/media/achievements/4af/4af73715b495c1dc0d829d43ea0a961c.jpg', 'percent': '14.73'}]",10
398401,"[{'id': 1797915, 'name': 'Glimpses of the Gods', 'description': 'Reveal secret paths behind hidden faces.', 'image': 'https://media.rawg.io/media/achievements/970/970782e817004646e05731826bdc24df.jpg', 'percent': '33.33'}, {'id': 1797914, 'name': 'Tales of Midgard', 'description': 'Collect all the Lorestangir.', 'image': 'https://media.rawg.io/media/achievements/577/577e4ecac886c45db39136eb0ca935c7.jpg', 'percent': '33.33'}, {'id': 1797923, 'name': 'Worth a Thousand Words', 'description': 'Open photo mode.', 'image': 'https://media.rawg.io/media/achievements/7be/7beac1ea8aa24112d9d6a0bbac44d540.jpg', 'percent': '80.00'}]",3
602224,"[{'id': 1796383, 'name': 'Brutal Slayer of the Immortal King', 'description': 'Defeat Dracula, The Immortal King, on Brutal Difficulty.', 'image': 'https://media.rawg.io/media/achievements/d70/d70593eaf7ead303444ea5be3f8ae70c.jpg', 'percent': '5.66'}, {'id': 1796378, 'name': 'Master of All', 'description': 'Defeat and drink the blood of every V Blood.', 'image': 'https://media.rawg.io/media/achievements/cf9/cf935d6b5291bbdc512f0d591032dff5.jpg', 'percent': '8.49'}, {'id': 1796377, 'name': 'Slayer of the Immortal King', 'description': 'Defeat Dracula, The Immortal King.', 'image': 'https://media.rawg.io/media/achievements/0e4/0e4cfe96a075480d7452134b184baf6b.jpg', 'percent': '9.43'}, {'id': 1796382, 'name': 'Completed Act 4 on Brutal Difficulty', 'description': 'Defeat Solarus the Immaculate and complete Act IV on Brutal Difficulty.', 'image': 'https://media.rawg.io/media/achievements/bb9/bb9742188bf45f45ebed5ff3a1854d87.jpg', 'percent': '9.43'}, {'id': 1796375, 'name': 'A Perfect Test Subject', 'description': 'Feed a prisoner with Irradiant Gruel and have them reach 100% blood quality as a result.', 'image': 'https://media.rawg.io/media/achievements/64f/64f924a3f6e3d7294cd55709a1f1e8b2.jpg', 'percent': '10.38'}, {'id': 1796381, 'name': 'Completed Act 3 on Brutal Difficulty', 'description': 'Defeat Cyril the Cursed Smith and complete Act III on Brutal Difficulty.', 'image': 'https://media.rawg.io/media/achievements/58c/58c444919dd74be352793b055eb3064e.jpg', 'percent': '11.32'}, {'id': 1796380, 'name': 'Completed Act 2 on Brutal Difficulty', 'description': 'Defeat Octavian the Militia Leader and complete Act II on Brutal Difficulty.', 'image': 'https://media.rawg.io/media/achievements/ac7/ac7269df66a0993ef896659db92036c6.jpg', 'percent': '13.21'}, {'id': 1796358, 'name': ""It's a Tight Squeeze"", 'description': 'Use Rat Form and traverse through a small hole.', 'image': 'https://media.rawg.io/media/achievements/b09/b092d26e364653178779fdfe076800c9.jpg', 'percent': '15.09'}, {'id': 1796371, 'name': 'Completed Act 4', 'description': 'Defeat Solarus the Immaculate and complete Act IV.', 'image': 'https://media.rawg.io/media/achievements/498/498bb5100057754d494f2658b7c45ff2.jpg', 'percent': '16.98'}, {'id': 1796379, 'name': 'Completed Act 1 on Brutal Difficulty', 'description': 'Defeat Quincey the Bandit King and complete Act I on Brutal Difficulty.', 'image': 'https://media.rawg.io/media/achievements/a56/a560970b0bd9c99b922ce8ce4d52c0ac.jpg', 'percent': '17.92'}]",10
481913,[],0
802181,"[{'id': 1861676, 'name': 'Untouchable', 'description': 'Complete the ""Firestorms"" campaign with a gold medal for each scenario', 'image': 'https://media.rawg.io/media/achievements/9d7/9d7e77c6d1aea10170ea187b8029d0e0.jpg', 'percent': '7.14'}, {'id': 1861675, 'name': 'Survivors', 'description': 'Complete the ""Firestorms"" campaign', 'image': 'https://media.rawg.io/media/achievements/1b5/1b53de25c52cfcc85f4efd835fe8623a.jpg', 'percent': '7.14'}, {'id': 1835587, 'name': 'City of Hope', 'description': 'Have at least 150 citizens with all satisfaction at 30 in your city', 'image': 'https://media.rawg.io/media/achievements/46a/46afd70ff4fb67163a31a68207b84b4b.jpg', 'percent': '7.14'}, {'id': 1835586, 'name': 'City of the future', 'description': 'Have 6 districts of different types in your maximum score', 'image': 'https://media.rawg.io/media/achievements/0b2/0b29cf4e95316233a2c7581c3e0c7f9d.jpg', 'percent': '7.14'}, {'id': 1835584, 'name': 'Living in a museum', 'description': 'Get 50 decorations in your city', 'image': 'https://media.rawg.io/media/achievements/fa2/fa2b051f036fd5680cacce8a8a541d3b.jpg', 'percent': '7.14'}, {'id': 1835585, 'name': 'Eccentric inventors', 'description': 'Get all buildings that produce Science & Heritage points in your city', 'image': 'https://media.rawg.io/media/achievements/ba4/ba4384edb774995489f82051e105c1ad.jpg', 'percent': '7.14'}, {'id': 1816419, 'name': 'Elsewhere Blossoms', 'description': 'Integrate 5 new plants collected during expeditions across all games', 'image': 'https://media.rawg.io/media/achievements/17b/17b6445203531d5119857fff537b8c17.jpg', 'percent': '7.14'}, {'id': 1816421, 'name': 'Marking Generations', 'description': 'Reach a prosperity score of 5000', 'image': 'https://media.rawg.io/media/achievements/77d/77d4ee467a388acade12529514ff1978.jpg', 'percent': '7.14'}, {'id': 1816418, 'name': 'Revelations', 'description': 'Collect 10 tablets across all games', 'image': 'https://media.rawg.io/media/achievements/cfc/cfc8e5c3d475095fb9abc607c0c5c438.jpg', 'percent': '7.14'}, {'id': 1816422, 'name': 'Close to Utopia', 'description': 'Reach a prosperity score of 10000', 'image': 'https://media.rawg.io/media/achievements/a46/a46663e93403773956177d2609be3d56.jpg', 'percent': '7.14'}]",10
979524,[],0
993875,"[{'id': 1871390, 'name': 'Hand of Heven', 'description': ""As Angela, snare 4 enemies with a single use of Heven's Retribution."", 'image': 'https://media.rawg.io/media/achievements/3f6/3f614b53d625086f95ccac4646a516d4.jpg', 'percent': '0.28'}, {'id': 1871389, 'name': 'Old Haunts', 'description': 'As Blade, land a 3-player KO streak in Empire of Eternal Night: Central Park.', 'image': 'https://media.rawg.io/media/achievements/5ac/5acce2248f948443af9f7d4447d07c71.jpg', 'percent': '0.56'}, {'id': 1871386, 'name': 'Schism from Within', 'description': 'As Emma Frost, force mutants to move 10 times with Psionic Seduction.', 'image': 'https://media.rawg.io/media/achievements/411/411271a428ba6d7feb74942ff943e8d0.jpg', 'percent': '0.85'}, {'id': 1871385, 'name': 'What Time Is It?', 'description': ""As the Thing, knock up 4 enemies with a single use of Clobberin' Time."", 'image': 'https://media.rawg.io/media/achievements/a69/a6921c80e97d2cb78d272fff14871038.jpg', 'percent': '1.13'}, {'id': 1871388, 'name': 'Wish Upon a Phoenix', 'description': 'As Phoenix, strike 4 enemies with a single Endsong Inferno landing.', 'image': 'https://media.rawg.io/media/achievements/7b8/7b8be15cba9a1b29ac718a805d2a46fb.jpg', 'percent': '1.41'}, {'id': 1871384, 'name': 'Hot & Trending', 'description': 'As Human Torch, land 3 KOs with a single use of Supernova.', 'image': 'https://media.rawg.io/media/achievements/554/55487504a03518324621934be1cf2887.jpg', 'percent': '1.69'}, {'id': 1871382, 'name': 'Bouncing Ideas', 'description': 'As Mister Fantastic, bounce 5 times with a single use of Brainiac Bounce.', 'image': 'https://media.rawg.io/media/achievements/1bc/1bc12bf4a060784133a74adcf5a0b603.jpg', 'percent': '1.98'}, {'id': 1871387, 'name': 'No More Strings', 'description': 'As Ultron, take down Avengers members 10 times.', 'image': 'https://media.rawg.io/media/achievements/065/065a21397ce7b31107cc21fb049a4b60.jpg', 'percent': '1.98'}, {'id': 1871383, 'name': 'Lady of the House', 'description': 'As Invisible Woman, assist the Fantastic Four members 10 times.', 'image': 'https://media.rawg.io/media/achievements/f87/f873095eb35be0f966c88dd2ebbd37bb.jpg', 'percent': '2.26'}, {'id': 1834845, 'name': 'Rage Uncaged', 'description': 'As Wolverine, land 3 KOs with a single use of Last Stand.', 'image': 'https://media.rawg.io/media/achievements/d86/d863b60a4263a5375f4e1538e5a97466.jpg', 'percent': '3.67'}]",10
976564,"[{'id': 1781623, 'name': 'Gone in 360 seconds!', 'description': 'Complete a full Extreme difficulty Blitz mission and extract in under 6 minutes.', 'image': 'https://media.rawg.io/media/achievements/ee2/ee2d51df8517b1e8df0999f473bd89ff.jpg', 'percent': '8.20'}, {'id': 1781628, 'name': ""It's the only way to be sure..."", 'description': 'Have 6 orbital barrage stratagems in the same place at the same time.', 'image': 'https://media.rawg.io/media/achievements/8a2/8a2963a1d5b020db2f06ce5c1a4b7c9c.jpg', 'percent': '8.90'}, {'id': 1781622, 'name': ""Hold my primary, I'm going in!"", 'description': 'Complete a full Hard difficulty mission or higher without anyone firing their primary or support weapon.', 'image': 'https://media.rawg.io/media/achievements/0c0/0c031db304f492e7469375914891328f.jpg', 'percent': '9.60'}, {'id': 1781625, 'name': 'Caught them by Supplies!', 'description': 'Kill a Charger with a resupply pod.', 'image': 'https://media.rawg.io/media/achievements/7c7/7c7da7ba7adfaae316c469cd55fcc64a.jpg', 'percent': '10.07'}, {'id': 1781639, 'name': ""Let's call it a draw"", 'description': ""Shoot off both arms on a Hulk and then extract while it's alive."", 'image': 'https://media.rawg.io/media/achievements/5dc/5dc8b3f0ba56f697415b73573a03eecb.jpg', 'percent': '17.80'}, {'id': 1781646, 'name': 'Hold My Liber-tea!', 'description': 'While using a jump pack, knock yourself into a ragdoll state.', 'image': 'https://media.rawg.io/media/achievements/0af/0afc71e9025b3171735348eadedf2712.jpg', 'percent': '18.50'}, {'id': 1781634, 'name': 'Fully operational', 'description': 'Reach max level on one ship module.', 'image': 'https://media.rawg.io/media/achievements/ec8/ec8d2ae27c8d50005cb4f2984bcd0342.jpg', 'percent': '20.61'}, {'id': 1781621, 'name': 'Hell Dive', 'description': 'Complete an Extreme difficulty mission or higher without anyone dying.', 'image': 'https://media.rawg.io/media/achievements/a73/a736836f33e572ef256d887abd7ea2e9.jpg', 'percent': '22.72'}, {'id': 1781627, 'name': 'Doing your part', 'description': 'Complete at least 100 missions.', 'image': 'https://media.rawg.io/media/achievements/b7c/b7cdcef241ff9293feaed639b742c619.jpg', 'percent': '24.59'}, {'id': 1781630, 'name': 'Kill it with fire!', 'description': 'Kill 100 enemies using fire damage during the same mission.', 'image': 'https://media.rawg.io/media/achievements/d54/d543ebc53bcd25728120980ddf837ec0.jpg', 'percent': '25.29'}]",10
616688,"[{'id': 1857413, 'name': 'Beam Me Up', 'description': 'Used a waypoint', 'image': 'https://media.rawg.io/media/achievements/1ad/1adf4cdd5dd7a53931b600e860a51519.jpg', 'percent': '1.54'}, {'id': 1735969, 'name': ""Gotta catch 'em all!"", 'description': 'Stored all color variations of one pet type in a chest', 'image': 'https://media.rawg.io/media/achievements/ef9/ef9fbf9101fe855fd397205439f755be.jpg', 'percent': '2.31'}, {'id': 1713922, 'name': '5 Centimeters Per Second', 'description': 'Planted 10 Cherry Trees', 'image': 'https://media.rawg.io/media/achievements/3fc/3fc69da08add5cf284daf59958706694.jpg', 'percent': '3.08'}, {'id': 1672406, 'name': 'Completely Hooked', 'description': 'Gained 100 skill points in fishing', 'image': 'https://media.rawg.io/media/achievements/d5d/d5d22f3f64797127a063f7a01a19ef9d.jpg', 'percent': '3.08'}, {'id': 1735966, 'name': 'A Strange Song', 'description': 'Play the Tune of Tempest', 'image': 'https://media.rawg.io/media/achievements/f98/f985ff9e612752a04326251b6a4cf830.jpg', 'percent': '3.85'}, {'id': 1672408, 'name': '...Sting like a bee', 'description': 'Gained 100 skill points in melee', 'image': 'https://media.rawg.io/media/achievements/47c/47c612195dcf115c28bc4466e75a7a80.jpg', 'percent': '3.85'}, {'id': 1672409, 'name': 'Robin Hood', 'description': 'Gained 100 skill points in range', 'image': 'https://media.rawg.io/media/achievements/112/1128fadb017f3d55108a7ed9732c6b94.jpg', 'percent': '3.85'}, {'id': 1672404, 'name': 'Diggy Diggy Hole', 'description': 'Gained 100 skill points in mining', 'image': 'https://media.rawg.io/media/achievements/81d/81da4a9697e76ba79fde9c7c221b27d2.jpg', 'percent': '3.85'}, {'id': 1672405, 'name': 'Cheese it!', 'description': 'Gained 100 skill points in cooking', 'image': 'https://media.rawg.io/media/achievements/8da/8da2fe090ef4030b087539b1fbcf3148.jpg', 'percent': '4.62'}, {'id': 1672410, 'name': 'Health Conscious', 'description': 'Gained 100 skill points in vitality', 'image': 'https://media.rawg.io/media/achievements/5d1/5d1b9d3b5776685602001de6252d5a24.jpg', 'percent': '4.62'}]",10
