game_id,additions,additions_count
58386,[],0
58806,[],0
602224,[],0
398401,[],0
802181,[],0
481913,[],0
993875,[],0
979524,[],0
616688,[],0
976564,[],0
977316,[],0
804753,[],0
718135,[],0
868086,[],0
