slug,name,playtime,platforms,stores,released,tba,background_image,rating,rating_top,ratings,ratings_count,reviews_text_count,added,added_by_status,metacritic,suggestions_count,updated,id,score,clip,tags,esrb_rating,user_game,reviews_count,saturated_color,dominant_color,short_screenshots,parent_platforms,genres,community_rating
limbo,Limbo,3,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 1, 'name': 'Xbox One', 'slug': 'xbox-one'}}, {'platform': {'id': 18, 'name': 'PlayStation 4', 'slug': 'playstation4'}}, {'platform': {'id': 7, 'name': 'Nintendo Switch', 'slug': 'nintendo-switch'}}, {'platform': {'id': 3, 'name': 'iOS', 'slug': 'ios'}}, {'platform': {'id': 21, 'name': 'Android', 'slug': 'android'}}, {'platform': {'id': 5, 'name': 'macOS', 'slug': 'macos'}}, {'platform': {'id': 6, 'name': 'Linux', 'slug': 'linux'}}, {'platform': {'id': 14, 'name': 'Xbox 360', 'slug': 'xbox360'}}, {'platform': {'id': 16, 'name': 'PlayStation 3', 'slug': 'playstation3'}}, {'platform': {'id': 19, 'name': 'PS Vita', 'slug': 'ps-vita'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}, {'store': {'id': 3, 'name': 'PlayStation Store', 'slug': 'playstation-store'}}, {'store': {'id': 2, 'name': 'Xbox Store', 'slug': 'xbox-store'}}, {'store': {'id': 4, 'name': 'App Store', 'slug': 'apple-appstore'}}, {'store': {'id': 5, 'name': 'GOG', 'slug': 'gog'}}, {'store': {'id': 6, 'name': 'Nintendo Store', 'slug': 'nintendo'}}, {'store': {'id': 7, 'name': 'Xbox 360 Store', 'slug': 'xbox360'}}, {'store': {'id': 8, 'name': 'Google Play', 'slug': 'google-play'}}, {'store': {'id': 11, 'name': 'Epic Games', 'slug': 'epic-games'}}]",2010-07-21,False,https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg,4.14,4,"[{'id': 4, 'title': 'recommended', 'count': 1794, 'percent': 52.59}, {'id': 5, 'title': 'exceptional', 'count': 1163, 'percent': 34.1}, {'id': 3, 'title': 'meh', 'count': 341, 'percent': 10.0}, {'id': 1, 'title': 'skip', 'count': 113, 'percent': 3.31}]",3370,27,14070,"{'yet': 582, 'owned': 8965, 'beaten': 3365, 'toplay': 321, 'dropped': 738, 'playing': 99}",88.0,202,2025-10-22T22:41:07,1030,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 248052, 'image_background': 'https://media.rawg.io/media/games/20a/20aa03a10cda45239fe22d035c0ebe64.jpg'}, {'id': 42396, 'name': 'Для одного игрока', 'slug': 'dlia-odnogo-igroka', 'language': 'rus', 'games_count': 68526, 'image_background': 'https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg'}, {'id': 42417, 'name': 'Экшен', 'slug': 'ekshen', 'language': 'rus', 'games_count': 49429, 'image_background': 'https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg'}, {'id': 42392, 'name': 'Приключение', 'slug': 'prikliuchenie', 'language': 'rus', 'games_count': 47979, 'image_background': 'https://media.rawg.io/media/games/d58/d588947d4286e7b5e0e12e1bea7d9844.jpg'}, {'id': 42398, 'name': 'Инди', 'slug': 'indi-2', 'language': 'rus', 'games_count': 67180, 'image_background': 'https://media.rawg.io/media/games/35b/35b47c4d85cd6e08f3e2ca43ea5ce7bb.jpg'}, {'id': 40836, 'name': 'Full controller support', 'slug': 'full-controller-support', 'language': 'eng', 'games_count': 23457, 'image_background': 'https://media.rawg.io/media/games/d82/d82990b9c67ba0d2d09d4e6fa88885a7.jpg'}, {'id': 13, 'name': 'Atmospheric', 'slug': 'atmospheric', 'language': 'eng', 'games_count': 38969, 'image_background': 'https://media.rawg.io/media/games/960/960b601d9541cec776c5fa42a00bf6c4.jpg'}, {'id': 42400, 'name': 'Атмосфера', 'slug': 'atmosfera', 'language': 'rus', 'games_count': 6083, 'image_background': 'https://media.rawg.io/media/games/b7b/b7b8381707152afc7d91f5d95de70e39.jpg'}, {'id': 42399, 'name': 'Казуальная игра', 'slug': 'kazualnaia-igra', 'language': 'rus', 'games_count': 53520, 'image_background': 'https://media.rawg.io/media/games/b6b/b6b20bfc4b34e312dbc8aac53c95a348.jpg'}, {'id': 42435, 'name': 'Шедевр', 'slug': 'shedevr', 'language': 'rus', 'games_count': 1059, 'image_background': 'https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg'}, {'id': 45, 'name': '2D', 'slug': '2d', 'language': 'eng', 'games_count': 206495, 'image_background': 'https://media.rawg.io/media/games/b6b/b6b20bfc4b34e312dbc8aac53c95a348.jpg'}, {'id': 16, 'name': 'Horror', 'slug': 'horror', 'language': 'eng', 'games_count': 48575, 'image_background': 'https://media.rawg.io/media/games/120/1201a40e4364557b124392ee50317b99.jpg'}, {'id': 42465, 'name': 'Головоломка', 'slug': 'golovolomka', 'language': 'rus', 'games_count': 20949, 'image_background': 'https://media.rawg.io/media/games/b45/b45575f34285f2c4479c9a5f719d972e.jpg'}, {'id': 42420, 'name': 'Сложная', 'slug': 'slozhnaia', 'language': 'rus', 'games_count': 6214, 'image_background': 'https://media.rawg.io/media/games/6cd/6cd653e0aaef5ff8bbd295bf4bcb12eb.jpg'}, {'id': 49, 'name': 'Difficult', 'slug': 'difficult', 'language': 'eng', 'games_count': 14186, 'image_background': 'https://media.rawg.io/media/games/226/2262cea0b385db6cf399f4be831603b0.jpg'}, {'id': 42463, 'name': 'Платформер', 'slug': 'platformer-2', 'language': 'rus', 'games_count': 11084, 'image_background': 'https://media.rawg.io/media/games/594/59487800889ebac294c7c2c070d02356.jpg'}, {'id': 42415, 'name': 'Пиксельная графика', 'slug': 'pikselnaia-grafika', 'language': 'rus', 'games_count': 17660, 'image_background': 'https://media.rawg.io/media/games/9fa/9fa63622543e5d4f6d99aa9d73b043de.jpg'}, {'id': 69, 'name': 'Action-Adventure', 'slug': 'action-adventure', 'language': 'eng', 'games_count': 20531, 'image_background': 'https://media.rawg.io/media/games/67f/67f62d1f062a6164f57575e0604ee9f6.jpg'}, {'id': 122, 'name': 'Pixel Graphics', 'slug': 'pixel-graphics', 'language': 'eng', 'games_count': 98741, 'image_background': 'https://media.rawg.io/media/screenshots/4f4/4f4722571e32954af43a4508607c1748.jpg'}, {'id': 115, 'name': 'Controller', 'slug': 'controller', 'language': 'eng', 'games_count': 14685, 'image_background': 'https://media.rawg.io/media/games/275/2759da6fcaa8f81f21800926168c85f6.jpg'}, {'id': 42477, 'name': 'Мрачная', 'slug': 'mrachnaia', 'language': 'rus', 'games_count': 7800, 'image_background': 'https://media.rawg.io/media/games/7f6/7f6cd70ba2ad57053b4847c13569f2d8.jpg'}, {'id': 41, 'name': 'Dark', 'slug': 'dark', 'language': 'eng', 'games_count': 18339, 'image_background': 'https://media.rawg.io/media/games/6a2/6a2e48933245e2cd3c92248c75c925e1.jpg'}, {'id': 42490, 'name': 'Приключенческий экшен', 'slug': 'prikliuchencheskii-ekshen', 'language': 'rus', 'games_count': 12921, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}, {'id': 336, 'name': 'controller support', 'slug': 'controller-support', 'language': 'eng', 'games_count': 293, 'image_background': 'https://media.rawg.io/media/screenshots/2fc/2fc6994425146f9dba3133400b414e29.jpg'}, {'id': 111, 'name': 'Short', 'slug': 'short', 'language': 'eng', 'games_count': 58161, 'image_background': 'https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg'}, {'id': 42469, 'name': 'Вид сбоку', 'slug': 'vid-sboku', 'language': 'rus', 'games_count': 5342, 'image_background': 'https://media.rawg.io/media/games/fad/fadc4be043ed07904012d47cd02671e4.jpg'}, {'id': 42506, 'name': 'Тёмное фэнтези', 'slug': 'tiomnoe-fentezi', 'language': 'rus', 'games_count': 4190, 'image_background': 'https://media.rawg.io/media/games/5be/5bec14622f6faf804a592176577c1347.jpg'}, {'id': 42457, 'name': 'Короткая', 'slug': 'korotkaia', 'language': 'rus', 'games_count': 2039, 'image_background': 'https://media.rawg.io/media/games/0b3/0b34647c42271600399b93d19b10f1aa.jpg'}, {'id': 40, 'name': 'Dark Fantasy', 'slug': 'dark-fantasy', 'language': 'eng', 'games_count': 5501, 'image_background': 'https://media.rawg.io/media/games/b01/b01aa6b2d6d4f683203e9471a8b8d5b5.jpg'}, {'id': 42500, 'name': 'Физика', 'slug': 'fizika', 'language': 'rus', 'games_count': 7272, 'image_background': 'https://media.rawg.io/media/games/74d/74dafeb9a442b87b9dd4a1d4a2faa37b.jpg'}, {'id': 114, 'name': 'Physics', 'slug': 'physics', 'language': 'eng', 'games_count': 21337, 'image_background': 'https://media.rawg.io/media/games/7fa/7fa0b586293c5861ee32490e953a4996.jpg'}, {'id': 110, 'name': 'Cinematic', 'slug': 'cinematic', 'language': 'eng', 'games_count': 3259, 'image_background': 'https://media.rawg.io/media/games/7ac/7aca7ccf0e70cd0974cb899ab9e5158e.jpg'}, {'id': 113, 'name': 'Side Scroller', 'slug': 'side-scroller', 'language': 'eng', 'games_count': 11721, 'image_background': 'https://media.rawg.io/media/games/9cc/9cc11e2e81403186c7fa9c00c143d6e4.jpg'}, {'id': 1465, 'name': 'combat', 'slug': 'combat', 'language': 'eng', 'games_count': 15969, 'image_background': 'https://media.rawg.io/media/games/d37/d37e110ddcc0bd52d99f0f647b737a0a.jpg'}, {'id': 42623, 'name': 'Кинематографичная', 'slug': 'kinematografichnaia', 'language': 'rus', 'games_count': 3166, 'image_background': 'https://media.rawg.io/media/games/615/61503312a95d451198d80d9bae275f79.jpg'}, {'id': 42468, 'name': 'Головоломка-платформер', 'slug': 'golovolomka-platformer', 'language': 'rus', 'games_count': 5059, 'image_background': 'https://media.rawg.io/media/screenshots/2ff/2ffe731b3388bd795f94c38e9afed60f.jpg'}, {'id': 305, 'name': 'Linear', 'slug': 'linear', 'language': 'eng', 'games_count': 9347, 'image_background': 'https://media.rawg.io/media/games/736/736c0eaec96d848d7824b33298a182f2.jpg'}, {'id': 42672, 'name': 'Сюрреалистичная', 'slug': 'siurrealistichnaia', 'language': 'rus', 'games_count': 3589, 'image_background': 'https://media.rawg.io/media/games/f41/f41531613687833e943fd1d3d8811327.jpg'}, {'id': 46, 'name': 'Surreal', 'slug': 'surreal', 'language': 'eng', 'games_count': 6487, 'image_background': 'https://media.rawg.io/media/screenshots/5a3/5a36930b16d9b1949d8c8c92b5a28d89.jpg'}, {'id': 42437, 'name': 'Линейная', 'slug': 'lineinaia', 'language': 'rus', 'games_count': 9290, 'image_background': 'https://media.rawg.io/media/games/8a7/8a75028028592f9323d1e6e86668bb91.jpg'}, {'id': 58127, 'name': 'Бой', 'slug': 'boi-2', 'language': 'rus', 'games_count': 10794, 'image_background': 'https://media.rawg.io/media/games/2e7/2e732a02c29c84ca177855848932a5aa.jpg'}, {'id': 83, 'name': 'Puzzle-Platformer', 'slug': 'puzzle-platformer', 'language': 'eng', 'games_count': 9498, 'image_background': 'https://media.rawg.io/media/games/23a/23acbd56da0c30bca0227967a5720c96.jpg'}, {'id': 42582, 'name': 'Минимализм', 'slug': 'minimalizm', 'language': 'rus', 'games_count': 7165, 'image_background': 'https://media.rawg.io/media/games/5f2/5f25cf08217b40b9d8f02f95db1fdc1d.jpg'}, {'id': 112, 'name': 'Minimalist', 'slug': 'minimalist', 'language': 'eng', 'games_count': 17166, 'image_background': 'https://media.rawg.io/media/screenshots/6f9/6f9348edd93d9c25d6cc4ed2659703a6.jpg'}, {'id': 42622, 'name': 'Нуар', 'slug': 'nuar', 'language': 'rus', 'games_count': 1026, 'image_background': 'https://media.rawg.io/media/games/fd0/fd0dd78822bc49c5be7f80b277813e83.jpg'}, {'id': 91686, 'name': 'Family Sharing', 'slug': 'family-sharing', 'language': 'eng', 'games_count': 26320, 'image_background': 'https://media.rawg.io/media/games/569/569ea25d2b56bd05c7fa309ddabe81ff.jpg'}, {'id': 135, 'name': '2D Fighter', 'slug': '2d-fighter', 'language': 'eng', 'games_count': 1624, 'image_background': 'https://media.rawg.io/media/games/aa3/aa36ba4b486a03ddfaef274fb4f5afd4.jpg'}, {'id': 289, 'name': 'Noir', 'slug': 'noir', 'language': 'eng', 'games_count': 1621, 'image_background': 'https://media.rawg.io/media/screenshots/cfa/cfa09407b376891c5a9ff472a7e08f3c.jpg'}, {'id': 49959, 'name': '2D Platformer', 'slug': '2d-platformer-3', 'language': 'eng', 'games_count': 9131, 'image_background': 'https://media.rawg.io/media/games/815/815087cd6bdf4792075031e469b8f1d0.jpg'}, {'id': 49995, 'name': '2D-платформер', 'slug': '2d-platformer-4', 'language': 'eng', 'games_count': 9086, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}, {'id': 56825, 'name': '2D-файтинг', 'slug': '2d-faiting', 'language': 'eng', 'games_count': 1400, 'image_background': 'https://media.rawg.io/media/games/8cc/8cc80c58cc482ce419e69975ff585085.jpg'}]","{'id': 3, 'name': 'Teen', 'slug': 'teen', 'name_en': 'Teen', 'name_ru': 'С 13 лет'}",,3411,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}, {'id': 30985, 'image': 'https://media.rawg.io/media/screenshots/512/512f4bc2092016478ddcb9e7e60aeec0.jpg'}, {'id': 30986, 'image': 'https://media.rawg.io/media/screenshots/63d/63d30699e8fcab9c808e6714d9d3fd59.jpg'}, {'id': 30987, 'image': 'https://media.rawg.io/media/screenshots/de0/de04bbc0fd9904071ef25bf23113c8c4.jpg'}, {'id': 30988, 'image': 'https://media.rawg.io/media/screenshots/eed/eedbbca4ae2debf2d4e23e55d1f6cff7.jpg'}, {'id': 30989, 'image': 'https://media.rawg.io/media/screenshots/59f/59f472b3ed7b414777a29213d70b4d17.jpg'}, {'id': 30991, 'image': 'https://media.rawg.io/media/screenshots/e58/e58d31146e4a9e3786dabcbfc30126bc.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 2, 'name': 'PlayStation', 'slug': 'playstation'}}, {'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}, {'platform': {'id': 4, 'name': 'iOS', 'slug': 'ios'}}, {'platform': {'id': 8, 'name': 'Android', 'slug': 'android'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 6, 'name': 'Linux', 'slug': 'linux'}}, {'platform': {'id': 7, 'name': 'Nintendo', 'slug': 'nintendo'}}]","[{'id': 3, 'name': 'Adventure', 'slug': 'adventure'}, {'id': 4, 'name': 'Action', 'slug': 'action'}, {'id': 7, 'name': 'Puzzle', 'slug': 'puzzle'}, {'id': 51, 'name': 'Indie', 'slug': 'indie'}, {'id': 83, 'name': 'Platformer', 'slug': 'platformer'}]",
metro-2033,Metro 2033,2,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 14, 'name': 'Xbox 360', 'slug': 'xbox360'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}, {'store': {'id': 7, 'name': 'Xbox 360 Store', 'slug': 'xbox360'}}]",2010-03-16,False,https://media.rawg.io/media/games/120/1201a40e4364557b124392ee50317b99.jpg,3.94,4,"[{'id': 4, 'title': 'recommended', 'count': 1176, 'percent': 51.97}, {'id': 5, 'title': 'exceptional', 'count': 622, 'percent': 27.49}, {'id': 3, 'title': 'meh', 'count': 320, 'percent': 14.14}, {'id': 1, 'title': 'skip', 'count': 145, 'percent': 6.41}]",2256,3,12675,"{'yet': 634, 'owned': 9362, 'beaten': 1988, 'toplay': 183, 'dropped': 471, 'playing': 37}",79.0,585,2025-10-25T13:44:20,29028,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 248052, 'image_background': 'https://media.rawg.io/media/games/20a/20aa03a10cda45239fe22d035c0ebe64.jpg'}, {'id': 40847, 'name': 'Steam Achievements', 'slug': 'steam-achievements', 'language': 'eng', 'games_count': 50147, 'image_background': 'https://media.rawg.io/media/games/d1a/d1a2e99ade53494c6330a0ed945fe823.jpg'}, {'id': 40836, 'name': 'Full controller support', 'slug': 'full-controller-support', 'language': 'eng', 'games_count': 23457, 'image_background': 'https://media.rawg.io/media/games/d82/d82990b9c67ba0d2d09d4e6fa88885a7.jpg'}, {'id': 40849, 'name': 'Steam Cloud', 'slug': 'steam-cloud', 'language': 'eng', 'games_count': 24807, 'image_background': 'https://media.rawg.io/media/games/2ba/2bac0e87cf45e5b508f227d281c9252a.jpg'}, {'id': 13, 'name': 'Atmospheric', 'slug': 'atmospheric', 'language': 'eng', 'games_count': 38969, 'image_background': 'https://media.rawg.io/media/games/960/960b601d9541cec776c5fa42a00bf6c4.jpg'}, {'id': 42, 'name': 'Great Soundtrack', 'slug': 'great-soundtrack', 'language': 'eng', 'games_count': 3441, 'image_background': 'https://media.rawg.io/media/games/da1/da1b267764d77221f07a4386b6548e5a.jpg'}, {'id': 118, 'name': 'Story Rich', 'slug': 'story-rich', 'language': 'eng', 'games_count': 26633, 'image_background': 'https://media.rawg.io/media/games/6c5/6c55e22185876626881b76c11922b073.jpg'}, {'id': 8, 'name': 'First-Person', 'slug': 'first-person', 'language': 'eng', 'games_count': 36751, 'image_background': 'https://media.rawg.io/media/games/46d/46d98e6910fbc0706e2948a7cc9b10c5.jpg'}, {'id': 32, 'name': 'Sci-fi', 'slug': 'sci-fi', 'language': 'eng', 'games_count': 21771, 'image_background': 'https://media.rawg.io/media/games/7a2/7a2500ee8b2c0e1ff268bb4479463dea.jpg'}, {'id': 16, 'name': 'Horror', 'slug': 'horror', 'language': 'eng', 'games_count': 48575, 'image_background': 'https://media.rawg.io/media/games/120/1201a40e4364557b124392ee50317b99.jpg'}, {'id': 30, 'name': 'FPS', 'slug': 'fps', 'language': 'eng', 'games_count': 14816, 'image_background': 'https://media.rawg.io/media/games/48c/48cb04ca483be865e3a83119c94e6097.jpg'}, {'id': 1, 'name': 'Survival', 'slug': 'survival', 'language': 'eng', 'games_count': 10586, 'image_background': 'https://media.rawg.io/media/games/dd5/dd50d4266915d56dd5b63ae1bf72606a.jpg'}, {'id': 15, 'name': 'Stealth', 'slug': 'stealth', 'language': 'eng', 'games_count': 7039, 'image_background': 'https://media.rawg.io/media/games/364/3642d850efb217c58feab80b8affaa89.jpg'}, {'id': 41, 'name': 'Dark', 'slug': 'dark', 'language': 'eng', 'games_count': 18339, 'image_background': 'https://media.rawg.io/media/games/6a2/6a2e48933245e2cd3c92248c75c925e1.jpg'}, {'id': 17, 'name': 'Survival Horror', 'slug': 'survival-horror', 'language': 'eng', 'games_count': 9759, 'image_background': 'https://media.rawg.io/media/games/ae1/ae1518c3dc1e847344661905fd2a8d16.jpg'}, {'id': 43, 'name': 'Post-apocalyptic', 'slug': 'post-apocalyptic', 'language': 'eng', 'games_count': 4824, 'image_background': 'https://media.rawg.io/media/games/df9/df988191048e92cf86dabd2987c47b62.jpg'}, {'id': 305, 'name': 'Linear', 'slug': 'linear', 'language': 'eng', 'games_count': 9347, 'image_background': 'https://media.rawg.io/media/games/736/736c0eaec96d848d7824b33298a182f2.jpg'}, {'id': 133, 'name': '3D Vision', 'slug': '3d-vision', 'language': 'eng', 'games_count': 1121, 'image_background': 'https://media.rawg.io/media/games/569/569ea25d2b56bd05c7fa309ddabe81ff.jpg'}, {'id': 283, 'name': 'Based On A Novel', 'slug': 'based-on-a-novel', 'language': 'eng', 'games_count': 54, 'image_background': 'https://media.rawg.io/media/games/7a4/7a45e4cdc5b07f316d49cf147b083b27.jpg'}, {'id': 296, 'name': 'Benchmark', 'slug': 'benchmark', 'language': 'eng', 'games_count': 32, 'image_background': 'https://media.rawg.io/media/screenshots/570/57077c4c6cb86fed7f6bae24e8376517.jpg'}]","{'id': 4, 'name': 'Mature', 'slug': 'mature', 'name_en': 'Mature', 'name_ru': 'С 17 лет'}",,2263,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/games/120/1201a40e4364557b124392ee50317b99.jpg'}, {'id': 462425, 'image': 'https://media.rawg.io/media/screenshots/e79/e7946cab379370fdef03c2e2c9dfcce3.jpg'}, {'id': 462426, 'image': 'https://media.rawg.io/media/screenshots/ad4/ad433938bd2377b1beaa8a184bb67405.jpg'}, {'id': 462427, 'image': 'https://media.rawg.io/media/screenshots/28e/28e63b7f13e9ec24ad64ef5ae75e258c.jpg'}, {'id': 462428, 'image': 'https://media.rawg.io/media/screenshots/b99/b99a0bf0f09991d76ad13c65f7e64562.jpg'}, {'id': 462429, 'image': 'https://media.rawg.io/media/screenshots/df1/df1aa556c727ad4f4753dbb9e43875c0.jpg'}, {'id': 462430, 'image': 'https://media.rawg.io/media/screenshots/94b/94bcd09e75c34712fa85ea6b4945a57c.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}]","[{'id': 2, 'name': 'Shooter', 'slug': 'shooter'}, {'id': 4, 'name': 'Action', 'slug': 'action'}]",
